#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,
6,CVE-2009-4636,94,,DoS,2010-02-09,2011-10-25,4.3,None,Remote,Medium,Not required,None,None,Partial,FFmpeg 0.5 allows remote attackers to cause a denial of service (hang) via a crafted file that triggers an infinite loop.
7,CVE-2009-4635,94,,DoS Exec Code Overflow,2010-02-09,2011-10-25,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"FFmpeg 0.5 allows remote attackers to cause a denial of service and possibly execute arbitrary code via a crafted MOV container with improperly ordered tags that cause (1) mov.c and (2) utils.c to use inconsistent codec types and identifiers, leading to processing of a video-structure pointer by the mp3 decoder, and a stack-based buffer overflow."
8,CVE-2009-4634,189,,DoS Exec Code Bypass,2010-02-09,2011-10-25,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Multiple integer underflows in FFmpeg 0.5 allow remote attackers to cause a denial of service and possibly execute arbitrary code via a crafted file that (1) bypasses a validation check in vorbis_dec.c and triggers a wraparound of the stack pointer, or (2) access a pointer from out-of-bounds memory in mov.c, related to an elst tag that appears before a tag that creates a stream."
9,CVE-2009-4633,189,,DoS Exec Code Overflow,2010-02-09,2011-10-25,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"vorbis_dec.c in FFmpeg 0.5 uses an assignment operator when a comparison operator was intended, which might allow remote attackers to cause a denial of service and possibly execute arbitrary code via a crafted file that modifies a loop counter and triggers a heap-based buffer overflow."
10,CVE-2009-4632,189,,DoS,2010-02-09,2011-10-25,5.8,None,Remote,Medium,Not required,Partial,None,Partial,"oggparsevorbis.c in FFmpeg 0.5 does not properly perform certain pointer arithmetic, which might allow remote attackers to obtain sensitive memory contents and cause a denial of service via a crafted file that triggers an out-of-bounds read."
11,CVE-2009-4631,189,,DoS Exec Code Mem. Corr.,2010-02-09,2010-05-04,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,Off-by-one error in the VP3 decoder (vp3.c) in FFmpeg 0.5 allows remote attackers to cause a denial of service and possibly execute arbitrary code via a crafted VP3 file that triggers an out-of-bounds read and possibly memory corruption.
1,CVE-2011-3974,189,,DoS,2011-10-02,2012-08-21,5.0,None,Remote,Low,Not required,None,None,Partial,"Integer signedness error in the decode_residual_inter function in cavsdec.c in libavcodec in FFmpeg before 0.7.4 and 0.8.x before 0.8.3 allows remote attackers to cause a denial of service (incorrect write operation and application crash) via an invalid bitstream in a Chinese AVS video (aka CAVS) file, a different vulnerability than CVE-2011-3362."
2,CVE-2011-3973,399,,DoS,2011-10-02,2012-08-21,5.0,None,Remote,Low,Not required,None,None,Partial,"cavsdec.c in libavcodec in FFmpeg before 0.7.4 and 0.8.x before 0.8.3 allows remote attackers to cause a denial of service (incorrect write operation and application crash) via an invalid bitstream in a Chinese AVS video (aka CAVS) file, related to the decode_residual_block, check_for_slice, and cavs_decode_frame functions, a different vulnerability than CVE-2011-3362."
3,CVE-2011-3504,94,,Exec Code,2011-09-28,2018-10-30,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"The Matroska format decoder in FFmpeg before 0.8.3 does not properly allocate memory, which allows remote attackers to execute arbitrary code via a crafted file."
4,CVE-2011-3362,189,,DoS Exec Code Mem. Corr.,2011-10-02,2012-05-18,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"Integer signedness error in the decode_residual_block function in cavsdec.c in libavcodec in FFmpeg before 0.7.3 and 0.8.x before 0.8.2, and libav through 0.7.1, allows remote attackers to cause a denial of service (memory corruption and application crash) or possibly execute arbitrary code via a crafted Chinese AVS video (aka CAVS) file."
5,CVE-2011-2162,,,,2011-05-20,2011-05-23,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Multiple unspecified vulnerabilities in FFmpeg 0.4.x through 0.6.x, as used in MPlayer 1.0 and other products, in Mandriva Linux 2009.0, 2010.0, and 2010.1; Corporate Server 4.0 (aka CS4.0); and Mandriva Enterprise Server 5 (aka MES5) have unknown impact and attack vectors, related to issues ""originally discovered by Google Chrome developers."""
6,CVE-2011-2161,399,,DoS,2011-05-20,2018-10-17,4.3,None,Remote,Medium,Not required,None,None,Partial,"The ape_read_header function in ape.c in libavformat in FFmpeg before 0.5.4, as used in MPlayer, VideoLAN VLC media player, and other products, allows remote attackers to cause a denial of service (application crash) via an APE (aka Monkey's Audio) file that contains a header but no frames."
7,CVE-2011-2160,20,,,2011-05-20,2011-09-06,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"The VC-1 decoding functionality in FFmpeg before 0.5.4, as used in MPlayer and other products, does not properly restrict read operations, which allows remote attackers to have an unspecified impact via a crafted VC-1 file, a related issue to CVE-2011-0723."
8,CVE-2011-1931,119,,DoS Exec Code Overflow Mem. Corr.,2011-07-07,2011-09-21,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"sp5xdec.c in the Sunplus SP5X JPEG decoder in libavcodec in FFmpeg before 0.6.3 and libav through 0.6.2, as used in VideoLAN VLC media player 1.1.9 and earlier and other products, performs a write operation outside the bounds of an unspecified array, which allows remote attackers to cause a denial of service (memory corruption) or possibly execute arbitrary code via a malformed AMV file."
9,CVE-2011-0723,399,,DoS Exec Code,2011-05-20,2011-10-25,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"FFmpeg 0.5.x, as used in MPlayer and other products, allows remote attackers to cause a denial of service (application crash) or possibly execute arbitrary code via a malformed VC-1 file."
10,CVE-2011-0722,119,,DoS Exec Code Overflow Mem. Corr.,2011-05-20,2011-10-25,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"FFmpeg before 0.5.4, as used in MPlayer and other products, allows remote attackers to cause a denial of service (heap memory corruption and application crash) or possibly execute arbitrary code via a malformed RealMedia file."
11,CVE-2010-4705,189,,Overflow,2011-01-22,2011-05-23,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"Integer overflow in the vorbis_residue_decode_internal function in libavcodec/vorbis_dec.c in the Vorbis decoder in FFmpeg, possibly 0.6, has unspecified impact and remote attack vectors, related to the sizes of certain integer data types. NOTE: this might overlap CVE-2011-0480."
12,CVE-2010-4704,20,,DoS,2011-01-22,2011-10-25,4.3,None,Remote,Medium,Not required,None,None,Partial,"libavcodec/vorbis_dec.c in the Vorbis decoder in FFmpeg 0.6.1 and earlier allows remote attackers to cause a denial of service (application crash) via a crafted .ogg file, related to the vorbis_floor0_decode function. NOTE: this might overlap CVE-2011-0480."
13,CVE-2010-3908,119,,DoS Exec Code Overflow Mem. Corr.,2011-05-20,2011-10-25,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"FFmpeg before 0.5.4, as used in MPlayer and other products, allows remote attackers to cause a denial of service (memory corruption and application crash) or possibly execute arbitrary code via a malformed WMV file."
1,CVE-2012-2804,,,,2012-09-10,2018-10-30,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Unspecified vulnerability in libavcodec/indeo3.c in FFmpeg before 0.11 and Libav 0.8.x before 0.8.5 has unknown impact and attack vectors, related to ""reallocation code"" and the luma height and width."
2,CVE-2012-2803,399,,,2012-09-10,2018-10-30,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Double free vulnerability in the mpeg_decode_frame function in libavcodec/mpeg12.c in FFmpeg before 0.11, and Libav 0.7.x before 0.7.7 and 0.8.x before 0.8.5, has unknown impact and attack vectors, related to resetting the data size value."
3,CVE-2012-2802,,,,2012-09-10,2018-10-30,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Unspecified vulnerability in the ac3_decode_frame function in libavcodec/ac3dec.c in FFmpeg before 0.11 and Libav 0.8.x before 0.8.4 has unknown impact and attack vectors, related to the ""number of output channels"" and ""out of array writes."""
4,CVE-2012-2801,,,,2012-09-10,2018-10-30,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Unspecified vulnerability in libavcodec/avs.c in FFmpeg before 0.11, and Libav 0.7.x before 0.7.7 and 0.8.x before 0.8.4, has unknown impact and attack vectors, related to dimensions and ""out of array writes."""
5,CVE-2012-2800,,,,2012-09-10,2018-10-30,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Unspecified vulnerability in the ff_ivi_process_empty_tile function in libavcodec/ivi_common.c in FFmpeg before 0.11, and Libav 0.7.x before 0.7.7 and 0.8.x before 0.8.4, has unknown impact and attack vectors in which the ""tile size ... mismatches parameters"" and triggers ""writing into a too small array."""
6,CVE-2012-2799,,,,2012-09-10,2018-10-30,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Unspecified vulnerability in libavcodec/wmalosslessdec.c in FFmpeg before 0.11 has unknown impact and attack vectors, related to the ""put bit buffer when num_saved_bits is reset."""
7,CVE-2012-2798,,,,2012-09-10,2018-10-30,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Unspecified vulnerability in the decode_dds1 function in libavcodec/dfa.c in FFmpeg before 0.11, and Libav 0.7.x before 0.7.7 and 0.8.x before 0.8.4, has unknown impact and attack vectors, related to an ""out of array write."""
8,CVE-2012-2797,,,,2012-09-10,2018-10-30,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Unspecified vulnerability in the decode_frame_mp3on4 function in libavcodec/mpegaudiodec.c in FFmpeg before 0.11 and Libav 0.8.x before 0.8.5 has unknown impact and attack vectors related to a calculation that prevents a frame from being ""large enough."""
9,CVE-2012-2796,,,,2012-09-10,2018-10-30,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Unspecified vulnerability in the vc1_decode_frame function in libavcodec/vc1dec.c in FFmpeg before 0.11 and Libav 0.8.x before 0.8.4 has unknown impact and attack vectors, related to inconsistencies in ""coded slice positions and interlacing"" that trigger ""out of array writes."""
10,CVE-2012-2795,,,,2012-09-10,2018-10-30,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Multiple unspecified vulnerabilities in libavcodec/wmalosslessdec.c in FFmpeg before 0.11 have unknown impact and attack vectors related to (1) size of ""mclms arrays,"" (2) ""a get_bits(0) in decode_ac_filter,"" and (3) ""too many bits in decode_channel_residues()."""
11,CVE-2012-2794,,,,2012-09-10,2018-10-30,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Unspecified vulnerability in the decode_mb_info function in libavcodec/indeo5.c in FFmpeg before 0.11, and Libav 0.7.x before 0.7.7 and 0.8.x before 0.8.4, has unknown impact and attack vectors in which the ""allocated tile size ... mismatches parameters."""
12,CVE-2012-2793,,,,2012-09-10,2018-10-30,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Unspecified vulnerability in the lag_decode_zero_run_line function in libavcodec/lagarith.c in FFmpeg before 0.11, and Libav 0.7.x before 0.7.7 and 0.8.x before 0.8.4, has unknown impact and attack vectors related to ""too many zeros."""
13,CVE-2012-2792,,,,2012-09-10,2018-10-30,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Unspecified vulnerability in the decode_init function in libavcodec/wmalosslessdec.c in FFmpeg before 0.11 has unknown impact and attack vectors, related to the samples per frame."
14,CVE-2012-2791,,,,2012-09-10,2018-10-30,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Multiple unspecified vulnerabilities in the (1) decode_band_hdr function in indeo4.c and (2) ff_ivi_decode_blocks function in ivi_common.c in libavcodec/ in FFmpeg before 0.11, and Libav 0.7.x before 0.7.7 and 0.8.x before 0.8.5, have unknown impact and attack vectors, related to the ""transform size."""
15,CVE-2012-2790,,,,2012-09-10,2018-10-30,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Unspecified vulnerability in the read_var_block_data function in libavcodec/alsdec.c in FFmpeg before 0.11, and Libav 0.7.x before 0.7.7 and 0.8.x before 0.8.4, has unknown impact and attack vectors, related to the ""number of decoded samples in first sub-block in BGMC mode."""
16,CVE-2012-2789,,,,2012-09-10,2018-10-30,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Unspecified vulnerability in the avi_read_packet function in libavformat/avidec.c in FFmpeg before 0.11, and Libav 0.7.x before 0.7.7 and 0.8.x before 0.8.4, has unknown impact and attack vectors, related to a large number of vector coded coefficients (num_vec_coeffs)."
17,CVE-2012-2788,,,,2012-09-10,2018-10-30,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Unspecified vulnerability in the avi_read_packet function in libavformat/avidec.c in FFmpeg before 0.11, and Libav 0.7.x before 0.7.7 and 0.8.x before 0.8.4, has unknown impact and attack vectors, related to an ""out of array read"" when a ""packet is shrunk."""
18,CVE-2012-2787,,,,2012-09-10,2018-10-30,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Unspecified vulnerability in the decode_frame function in libavcodec/indeo4.c in FFmpeg before 0.11 and Libav 0.8.x before 0.8.4 has unknown impact and attack vectors, related to the ""setup width/height."""
19,CVE-2012-2786,,,,2012-09-10,2018-10-30,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Unspecified vulnerability in the decode_wdlt function in libavcodec/dfa.c in FFmpeg before 0.11, and Libav 0.7.x before 0.7.7 and 0.8.x before 0.8.4, has unknown impact and attack vectors, related to an ""out of array write."""
20,CVE-2012-2785,,,,2012-09-10,2018-10-30,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Multiple unspecified vulnerabilities in libavcodec/wmalosslessdec.c in FFmpeg before 0.11 have unknown impact and attack vectors, related to (1) ""some subframes only encode some channels"" or (2) a large order value."
21,CVE-2012-2784,,,,2012-09-10,2018-10-30,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Unspecified vulnerability in the decode_pic function in libavcodec/cavsdec.c in FFmpeg before 0.11, and Libav 0.7.x before 0.7.7 and 0.8.x before 0.8.4, has unknown impact and attack vectors, related to ""width/height changing in CAVS,"" a different vulnerability than CVE-2012-2777."
22,CVE-2012-2783,,,,2012-09-10,2018-10-30,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Unspecified vulnerability in libavcodec/vp56.c in FFmpeg before 0.11, and Libav 0.7.x before 0.7.7 and 0.8.x before 0.8.5, has unknown impact and attack vectors, related to ""freeing the returned frame."""
23,CVE-2012-2782,,,,2012-09-10,2018-10-30,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Unspecified vulnerability in the decode_slice_header function in libavcodec/h264.c in FFmpeg before 0.11 has unknown impact and attack vectors, related to a ""rejected resolution change."""
24,CVE-2012-2779,,,,2012-09-10,2018-10-30,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Unspecified vulnerability in the decode_frame function in libavcodec/indeo5.c in FFmpeg before 0.11, and Libav 0.7.x before 0.7.7 and 0.8.x before 0.8.4, has unknown impact and attack vectors, related to an invalid ""gop header"" and decoding in a ""half initialized context."""
25,CVE-2012-2777,,,,2012-09-10,2018-10-30,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Unspecified vulnerability in the decode_pic function in libavcodec/cavsdec.c in FFmpeg before 0.11, and Libav 0.7.x before 0.7.7 and 0.8.x before 0.8.4, has unknown impact and attack vectors, related to ""width/height changing in CAVS,"" a different vulnerability than CVE-2012-2784."
26,CVE-2012-2776,,,,2012-09-10,2018-10-30,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Unspecified vulnerability in the decode_cell_data function in libavcodec/indeo3.c in FFmpeg before 0.11 and Libav 0.8.x before 0.8.4 has unknown impact and attack vectors, related to an ""out of picture write."""
27,CVE-2012-2775,,,,2012-09-10,2018-10-30,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Unspecified vulnerability in the read_var_block_data function in libavcodec/alsdec.c in FFmpeg before 0.11, and Libav 0.7.x before 0.7.7 and 0.8.x before 0.8.4, has unknown impact and attack vectors, related to a large order and an ""out of array write in quant_cof."""
28,CVE-2012-2774,119,,DoS Overflow Mem. Corr.,2012-09-10,2018-10-30,5.0,None,Remote,Low,Not required,None,None,Partial,"The ff_MPV_frame_start function in libavcodec/mpegvideo.c in FFmpeg before 0.11 allows remote attackers to cause a denial of service (memory corruption) via unspecified vectors, related to starting ""a frame outside SETUP state."""
29,CVE-2012-2772,,,,2012-09-10,2018-10-30,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Unspecified vulnerability in the ff_rv34_decode_frame function in libavcodec/rv34.c in FFmpeg before 0.11, and Libav 0.7.x before 0.7.7 and 0.8.x before 0.8.4, has unknown impact and attack vectors, related to ""width/height changing with frame threading."""
30,CVE-2012-0859,119,,DoS Exec Code Overflow,2012-08-20,2017-08-28,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The render_line function in the vorbis codec (vorbis.c) in libavcodec in FFmpeg before 0.9.1 allows remote attackers to cause a denial of service (application crash) and possibly execute arbitrary code via a crafted Vorbis file, related to a large multiplier. NOTE: this vulnerability exists because of an incomplete fix for CVE-2011-3893."
31,CVE-2012-0858,399,,DoS Exec Code,2012-08-20,2012-08-21,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The Shorten codec (shorten.c) in libavcodec in FFmpeg 0.7.x before 0.7.12 and 0.8.x before 0.8.11, and in Libav 0.5.x before 0.5.9, 0.6.x before 0.6.6, 0.7.x before 0.7.5, and 0.8.x before 0.8.1, allows remote attackers to cause a denial of service (application crash) and possibly execute arbitrary code via a crafted Shorten file, related to an ""invalid free""."
32,CVE-2012-0857,119,,DoS Overflow,2012-08-20,2018-10-30,5.0,None,Remote,Low,Not required,None,None,Partial,Multiple buffer overflows in the get_qcx function in the J2K decoder (j2kdec.c) in libavcode in FFmpeg before 0.9.1 allow remote attackers to cause a denial of service (application crash) via unspecified vectors.
33,CVE-2012-0856,119,,DoS Overflow,2012-08-20,2018-10-30,2.6,None,Remote,High,Not required,None,None,Partial,"Heap-based buffer overflow in the MPV_frame_start function in libavcodec/mpegvideo.c in FFmpeg before 0.9.1, when the lowres option is enabled, allows remote attackers to cause a denial of service (application crash) via a crafted H263 media file. NOTE: this vulnerability exists because of a regression error."
34,CVE-2012-0855,119,,DoS Overflow,2012-08-27,2018-10-30,5.0,None,Remote,Low,Not required,None,None,Partial,Heap-based buffer overflow in the get_sot function in the J2K decoder (j2k.c) in libavcodec in FFmpeg before 0.9.1 allows remote attackers to cause a denial of service (application crash) via unspecified vectors related to the curtileno variable.
35,CVE-2012-0854,119,,DoS Overflow,2012-08-20,2018-10-30,5.0,None,Remote,Low,Not required,None,None,Partial,"The dpcm_decode_frame function in libavcodec/dpcm.c in FFmpeg before 0.9.1 does not use the proper pointer after an audio API change, which allows remote attackers to cause a denial of service (application crash) via unspecified vectors, which triggers a heap-based buffer overflow."
36,CVE-2012-0853,20,,DoS Exec Code,2012-08-20,2012-10-30,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The decodeTonalComponents function in the Actrac3 codec (atrac3.c) in libavcodec in FFmpeg 0.7.x before 0.7.12, and 0.8.x before 0.8.11; and in Libav 0.5.x before 0.5.9, 0.6.x before 0.6.6, 0.7.x before 0.7.5, and 0.8.x before 0.8.1 allows remote attackers to cause a denial of service (infinite loop and crash) and possibly execute arbitrary code via a large component count in an Atrac 3 file."
37,CVE-2012-0852,119,,DoS Exec Code Overflow,2012-08-20,2017-08-28,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The adpcm_decode_frame function in adpcm.c in libavcodec in FFmpeg before 0.9.1 and in Libav 0.5.x before 0.5.9, 0.6.x before 0.6.6, 0.7.x before 0.7.6, and 0.8.x before 0.8.3 allows remote attackers to cause a denial of service (application crash) and possibly execute arbitrary code via an ADPCM file with the number of channels not equal to two."
38,CVE-2012-0851,119,,DoS Exec Code Overflow,2012-08-20,2017-08-28,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The ff_h264_decode_seq_parameter_set function in h264_ps.c in libavcodec in FFmpeg before 0.9.1 and in Libav 0.5.x before 0.5.9, 0.6.x before 0.6.6, 0.7.x before 0.7.6, and 0.8.x before 0.8.3 allows remote attackers to cause a denial of service (application crash) and possibly execute arbitrary code via a crafted H.264 file, related to the chroma_format_idc value."
39,CVE-2012-0850,119,,DoS Overflow Mem. Corr.,2012-08-20,2018-10-30,4.3,None,Remote,Medium,Not required,None,None,Partial,"The sbr_qmf_synthesis function in libavcodec/aacsbr.c in FFmpeg before 0.9.1 allows remote attackers to cause a denial of service (application crash) via a crafted mpg file that triggers memory corruption involving the v_off variable, probably a buffer underflow."
40,CVE-2012-0849,189,,DoS Overflow,2012-08-27,2018-10-30,4.3,None,Remote,Medium,Not required,None,None,Partial,Integer overflow in the ff_j2k_dwt_init function in libavcodec/j2k_dwt.c in FFmpeg before 0.9.1 allows remote attackers to cause a denial of service (segmentation fault and application crash) via a crafted JPEG2000 image that triggers an incorrect check for a negative value.
41,CVE-2012-0848,119,,DoS Overflow,2012-08-20,2017-08-28,4.3,None,Remote,Medium,Not required,None,None,Partial,"Heap-based buffer overflow in the ws_snd_decode_frame function in libavcodec/ws-snd1.c in FFmpeg 0.9.1 allows remote attackers to cause a denial of service (application crash) via a crafted media file, related to an incorrect calculation, aka ""wrong samples count."""
42,CVE-2012-0847,119,,DoS Overflow,2012-08-20,2012-08-21,4.3,None,Remote,Medium,Not required,None,None,Partial,Heap-based buffer overflow in the avfilter_filter_samples function in libavfilter/avfilter.c in FFmpeg before 0.9.1 allows remote attackers to cause a denial of service (application crash) via a crafted media file.
43,CVE-2011-4579,119,,DoS Overflow Mem. Corr.,2012-08-20,2012-08-21,4.3,None,Remote,Medium,Not required,None,None,Partial,"The svq1_decode_frame function in the SVQ1 decoder (svq1dec.c) in libavcodec in FFmpeg 0.5.x before 0.5.7, 0.6.x before 0.6.4, 0.7.x before 0.7.9, and 0.8.x before 0.8.8; and in Libav 0.5.x before 0.5.6, 0.6.x before 0.6.4, and 0.7.x before 0.7.3 allows remote attackers to cause a denial of service (memory corruption) via a crafted SVQ1 stream, related to ""dimensions changed."""
44,CVE-2011-4364,119,,DoS Exec Code Overflow,2012-08-20,2012-08-21,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"Buffer overflow in the Sierra VMD decoder in libavcodec in FFmpeg 0.5.x before 0.5.7, 0.6.x before 0.6.4, 0.7.x before 0.7.9 and 0.8.x before 0.8.8; and in Libav 0.5.x before 0.5.6, 0.6.x before 0.6.4, and 0.7.x before 0.7.3 allows remote attackers to cause a denial of service (crash) and possibly execute arbitrary code via a crafted VMD file, related to corrupted streams."
45,CVE-2011-4353,119,,DoS Overflow,2012-08-20,2012-08-21,4.3,None,Remote,Medium,Not required,None,None,Partial,"The (1) av_image_fill_pointers, (2) vp5_parse_coeff, and (3) vp6_parse_coeff functions in FFmpeg 0.5.x before 0.5.7, 0.6.x before 0.6.4, 0.7.x before 0.7.9, and 0.8.x before 0.8.8; and in Libav 0.5.x before 0.5.6, 0.6.x before 0.6.4, and 0.7.x before 0.7.3 allow remote attackers to cause a denial of service (out-of-bounds read) via a crafted VP5 or VP6 stream."
46,CVE-2011-4352,189,,DoS Exec Code Overflow,2012-08-20,2012-08-21,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"Integer overflow in the vp3_dequant function in the VP3 decoder (vp3.c) in libavcodec in FFmpeg 0.5.x before 0.5.7, 0.6.x before 0.6.4, 0.7.x before 0.7.9, and 0.8.x before 0.8.8; and in Libav 0.5.x before 0.5.6, 0.6.x before 0.6.4, and 0.7.x before 0.7.3 allows remote attackers to cause a denial of service (crash) and possibly execute arbitrary code via a crafted VP3 stream, which triggers a buffer overflow."
47,CVE-2011-4031,189,,Exec Code,2012-05-09,2018-10-30,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,Integer underflow in the asfrtp_parse_packet function in libavformat/rtpdec_asf.c in FFmpeg before 0.8.3 allows remote attackers to execute arbitrary code via a crafted ASF packet.
