#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,
20,CVE-2007-3390,,,DoS,2007-06-25,2017-10-10,5,None,Remote,Low,Not required,None,None,Partial,"Wireshark 0.99.5 and 0.10.x up to 0.10.14, when running on certain systems, allows remote attackers to cause a denial of service (crash) via crafted iSeries capture files that trigger a SIGTRAP."
21,CVE-2007-3389,20,,DoS,2007-06-25,2017-10-10,5,None,Remote,Low,Not required,None,None,Partial,"Wireshark before 0.99.6 allows remote attackers to cause a denial of service (crash) via a crafted chunked encoding in an HTTP response, possibly related to a zero-length payload."
22,CVE-2007-0459,,,DoS,2007-02-02,2017-10-10,5,None,Remote,Low,Not required,None,None,Partial,packet-tcp.c in the TCP dissector in Wireshark (formerly Ethereal) 0.99.2 through 0.99.4 allows remote attackers to cause a denial of service (application crash or hang) via fragmented HTTP packets.
23,CVE-2007-0458,,,DoS,2007-02-02,2017-10-10,4.3,None,Remote,Medium,Not required,None,None,Partial,"Unspecified vulnerability in the HTTP dissector in Wireshark (formerly Ethereal) 0.99.3 and 0.99.4 allows remote attackers to cause a denial of service (application crash) via unspecified vectors, a different issue than CVE-2006-5468."
24,CVE-2007-0457,,,DoS,2007-02-02,2017-10-10,4.3,None,Remote,Medium,Not required,None,None,Partial,Unspecified vulnerability in the IEEE 802.11 dissector in Wireshark (formerly Ethereal) 0.10.14 through 0.99.4 allows remote attackers to cause a denial of service (application crash) via unspecified vectors.
25,CVE-2007-0456,,,DoS,2007-02-02,2017-10-10,4.3,None,Remote,Medium,Not required,None,None,Partial,Unspecified vulnerability in the LLT dissector in Wireshark (formerly Ethereal) 0.99.3 and 0.99.4 allows remote attackers to cause a denial of service (application crash) via unspecified vectors.
1,CVE-2008-5285,399,,DoS,2008-12-01,2018-10-11,5,None,Remote,Low,Not required,None,None,Partial,"Wireshark 1.0.4 and earlier allows remote attackers to cause a denial of service via a long SMTP request, which triggers an infinite loop."
2,CVE-2008-4685,399,,DoS,2008-10-22,2018-10-11,5,None,Remote,Low,Not required,None,None,Partial,Use-after-free vulnerability in the dissect_q931_cause_ie function in packet-q931.c in the Q.931 dissector in Wireshark 0.10.3 through 1.0.3 allows remote attackers to cause a denial of service (application crash or abort) via certain packets that trigger an exception.
3,CVE-2008-4684,399,,DoS,2008-10-22,2018-10-11,4.3,None,Remote,Medium,Not required,None,None,Partial,"packet-frame in Wireshark 0.99.2 through 1.0.3 does not properly handle exceptions thrown by post dissectors, which allows remote attackers to cause a denial of service (application crash) via a certain series of packets, as demonstrated by enabling the (1) PRP or (2) MATE post dissector."
4,CVE-2008-4683,399,,DoS,2008-10-22,2018-10-11,5,None,Remote,Low,Not required,None,None,Partial,"The dissect_btacl function in packet-bthci_acl.c in the Bluetooth ACL dissector in Wireshark 0.99.2 through 1.0.3 allows remote attackers to cause a denial of service (application crash or abort) via a packet with an invalid length, related to an erroneous tvb_memcpy call."
5,CVE-2008-4682,20,,DoS,2008-10-22,2018-10-11,5,None,Remote,Low,Not required,None,None,Partial,"wtap.c in Wireshark 0.99.7 through 1.0.3 allows remote attackers to cause a denial of service (application abort) via a malformed Tamos CommView capture file (aka .ncf file) with an ""unknown/unexpected packet type"" that triggers a failed assertion."
6,CVE-2008-4681,20,,DoS,2008-10-22,2018-10-11,4.3,None,Remote,Medium,Not required,None,None,Partial,Unspecified vulnerability in the Bluetooth RFCOMM dissector in Wireshark 0.99.7 through 1.0.3 allows remote attackers to cause a denial of service (application crash or abort) via unknown packets.
7,CVE-2008-4680,399,,DoS,2008-10-22,2018-10-11,4.3,None,Remote,Medium,Not required,None,None,Partial,packet-usb.c in the USB dissector in Wireshark 0.99.7 through 1.0.3 allows remote attackers to cause a denial of service (application crash or abort) via a malformed USB Request Block (URB).
8,CVE-2008-3934,20,,DoS,2008-09-04,2018-10-11,3.3,None,Local Network,Low,Not required,None,None,Partial,Unspecified vulnerability in Wireshark (formerly Ethereal) 0.99.6 through 1.0.2 allows attackers to cause a denial of service (crash) via a crafted Tektronix .rf5 file.
9,CVE-2008-3933,20,,DoS,2008-09-04,2018-10-11,3.3,None,Local Network,Low,Not required,None,None,Partial,Wireshark (formerly Ethereal) 0.10.14 through 1.0.2 allows attackers to cause a denial of service (crash) via a packet with crafted zlib-compressed data that triggers an invalid read in the tvb_uncompress function.
10,CVE-2008-3932,20,,DoS,2008-09-04,2018-10-11,5,None,Remote,Low,Not required,None,None,Partial,Wireshark (formerly Ethereal) 0.9.7 through 1.0.2 allows attackers to cause a denial of service (hang) via a crafted NCP packet that triggers an infinite loop.
11,CVE-2008-3146,119,,DoS Exec Code Overflow,2008-09-02,2018-10-11,10,None,Remote,Low,Not required,Complete,Complete,Complete,Multiple buffer overflows in packet_ncp2222.inc in Wireshark (formerly Ethereal) 0.9.7 through 1.0.2 allow attackers to cause a denial of service (application crash) and possibly execute arbitrary code via a crafted NCP packet that causes an invalid pointer to be used.
12,CVE-2008-3145,20,,DoS,2008-07-16,2018-10-11,5,None,Remote,Low,Not required,None,None,Partial,"The fragment_add_work function in epan/reassemble.c in Wireshark 0.8.19 through 1.0.1 allows remote attackers to cause a denial of service (crash) via a series of fragmented packets with non-sequential fragmentation offset values, which lead to a buffer over-read."
13,CVE-2008-3141,200,,+Info,2008-07-10,2018-10-11,4.9,None,Local,Low,Not required,Complete,None,None,Unspecified vulnerability in the RMI dissector in Wireshark (formerly Ethereal) 0.9.5 through 1.0.0 allows remote attackers to read system memory via unspecified vectors.
14,CVE-2008-3140,,,DoS,2008-07-10,2018-10-11,5,None,Remote,Low,Not required,None,None,Partial,"The syslog dissector in Wireshark (formerly Ethereal) 1.0.0 allows remote attackers to cause a denial of service (application crash) via unknown vectors, possibly related to an ""incomplete SS7 MSU syslog encapsulated packet."""
15,CVE-2008-3139,200,,DoS +Info,2008-07-10,2018-10-11,5,None,Remote,Low,Not required,None,None,Partial,The RTMPT dissector in Wireshark (formerly Ethereal) 0.99.8 through 1.0.0 allows remote attackers to cause a denial of service (crash) via unknown vectors. NOTE: this might be due to a use-after-free error.
16,CVE-2008-3138,200,,DoS +Info,2008-07-10,2018-10-11,5,None,Remote,Low,Not required,None,None,Partial,The (1) PANA and (2) KISMET dissectors in Wireshark (formerly Ethereal) 0.99.3 through 1.0.0 allow remote attackers to cause a denial of service (application stop) via unknown vectors.
17,CVE-2008-3137,20,,DoS,2008-07-10,2018-10-11,4.3,None,Remote,Medium,Not required,None,None,Partial,The GSM SMS dissector in Wireshark (formerly Ethereal) 0.99.2 through 1.0.0 allows remote attackers to cause a denial of service (application crash) via unknown vectors.
18,CVE-2008-1563,,,DoS,2008-03-31,2018-10-11,4.3,None,Remote,Medium,Not required,None,None,Partial,"The ""decode as"" feature in packet-bssap.c in the SCCP dissector in Wireshark (formerly Ethereal) 0.99.6 through 0.99.8 allows remote attackers to cause a denial of service (application crash) via a malformed packet."
19,CVE-2008-1562,20,,DoS,2008-03-31,2018-10-11,5,None,Remote,Low,Not required,None,None,Partial,"The LDAP dissector in Wireshark (formerly Ethereal) 0.99.2 through 0.99.8 allows remote attackers to cause a denial of service (application crash) via a malformed packet, a different vulnerability than CVE-2006-5740."
20,CVE-2008-1561,,,DoS,2008-03-31,2018-10-11,5,None,Remote,Low,Not required,None,None,Partial,Multiple unspecified vulnerabilities in Wireshark (formerly Ethereal) 0.99.5 through 0.99.8 allow remote attackers to cause a denial of service (application crash) via a malformed packet to the (1) X.509sat or (2) Roofnet dissectors. NOTE: Vector 2 might also lead to a hang.
21,CVE-2008-1072,,,DoS,2008-02-28,2018-10-11,4.7,None,Local,Medium,Not required,None,None,Complete,"The TFTP dissector in Wireshark (formerly Ethereal) 0.6.0 through 0.99.7, when running on Ubuntu 7.10, allows remote attackers to cause a denial of service (crash or memory consumption) via a malformed packet, possibly related to a Cairo library bug."
22,CVE-2008-1071,399,,DoS,2008-02-28,2018-10-11,4.3,None,Remote,Medium,Not required,None,None,Partial,The SNMP dissector in Wireshark (formerly Ethereal) 0.99.6 through 0.99.7 allows remote attackers to cause a denial of service (crash) via a malformed packet.
23,CVE-2008-1070,,,DoS,2008-02-28,2018-10-11,5,None,Remote,Low,Not required,None,None,Partial,The SCTP dissector in Wireshark (formerly Ethereal) 0.99.5 through 0.99.7 allows remote attackers to cause a denial of service (crash) via a malformed packet.
1,CVE-2009-4378,,,DoS,2009-12-21,2017-09-18,4.3,None,Remote,Medium,Not required,None,None,Partial,"The IPMI dissector in Wireshark 1.2.0 through 1.2.4 on Windows allows remote attackers to cause a denial of service (crash) via a crafted packet, related to ""formatting a date/time using strftime."""
2,CVE-2009-4377,,,DoS,2009-12-21,2017-09-18,4.3,None,Remote,Medium,Not required,None,None,Partial,"The (1) SMB and (2) SMB2 dissectors in Wireshark 0.9.0 through 1.2.4 allow remote attackers to cause a denial of service (crash) via a crafted packet that triggers a NULL pointer dereference, as demonstrated by fuzz-2009-12-07-11141.pcap."
3,CVE-2009-4376,119,,DoS Exec Code Overflow,2009-12-21,2017-09-18,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,Buffer overflow in the daintree_sna_read function in the Daintree SNA file parser in Wireshark 1.2.0 through 1.2.4 allows remote attackers to cause a denial of service (crash) and possibly execute arbitrary code via a crafted packet.
4,CVE-2009-3829,189,,DoS Exec Code Overflow,2009-10-30,2017-09-18,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"Integer overflow in wiretap/erf.c in Wireshark before 1.2.2 allows remote attackers to execute arbitrary code or cause a denial of service (application crash) via a crafted erf file, related to an ""unsigned integer wrap vulnerability."""
5,CVE-2009-3551,189,,DoS,2009-10-30,2017-09-18,5,None,Remote,Low,Not required,None,None,Partial,Off-by-one error in the dissect_negprot_response function in packet-smb.c in the SMB dissector in Wireshark 1.2.0 through 1.2.2 allows remote attackers to cause a denial of service (application crash) via a file that records a malformed packet trace. NOTE: some of these details are obtained from third party information.
6,CVE-2009-3550,,,DoS,2009-10-30,2017-09-18,4.3,None,Remote,Medium,Not required,None,None,Partial,The DCERPC/NT dissector in Wireshark 0.10.10 through 1.0.9 and 1.2.0 through 1.2.2 allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a file that records a malformed packet trace. NOTE: some of these details are obtained from third party information.
7,CVE-2009-3549,20,,DoS,2009-10-30,2017-09-18,5,None,Remote,Low,Not required,None,None,Partial,"packet-paltalk.c in the Paltalk dissector in Wireshark 1.2.0 through 1.2.2, on SPARC and certain other platforms, allows remote attackers to cause a denial of service (application crash) via a file that records a malformed packet trace."
8,CVE-2009-3243,,,DoS,2009-09-18,2017-09-18,5,None,Remote,Low,Not required,None,None,Partial,"Unspecified vulnerability in the TLS dissector in Wireshark 1.2.0 and 1.2.1, when running on Windows, allows remote attackers to cause a denial of service (application crash) via unknown vectors related to TLS 1.2 conversations."
9,CVE-2009-3242,,,DoS,2009-09-18,2017-09-18,5,None,Remote,Low,Not required,None,None,Partial,"Unspecified vulnerability in packet.c in the GSM A RR dissector in Wireshark 1.2.0 and 1.2.1 allows remote attackers to cause a denial of service (application crash) via unknown vectors related to ""an uninitialized dissector handle,"" which triggers an assertion failure."
10,CVE-2009-3241,,,DoS,2009-09-18,2017-09-18,7.8,None,Remote,Low,Not required,None,None,Complete,Unspecified vulnerability in the OpcUa (OPC UA) dissector in Wireshark 0.99.6 through 1.0.8 and 1.2.0 through 1.2.1 allows remote attackers to cause a denial of service (memory and CPU consumption) via malformed OPCUA Service CallRequest packets.
11,CVE-2009-2563,,,DoS,2009-07-21,2017-09-18,7.1,None,Remote,Medium,Not required,None,None,Complete,"Unspecified vulnerability in the Infiniband dissector in Wireshark 1.0.6 through 1.2.0, when running on unspecified platforms, allows remote attackers to cause a denial of service (crash) via unknown vectors."
12,CVE-2009-2562,,,DoS,2009-07-21,2017-09-18,5,None,Remote,Low,Not required,None,None,Partial,Unspecified vulnerability in the AFS dissector in Wireshark 0.9.2 through 1.2.0 allows remote attackers to cause a denial of service (crash) via unknown vectors.
13,CVE-2009-2561,,,DoS,2009-07-21,2017-09-18,5,None,Remote,Low,Not required,None,None,Partial,Unspecified vulnerability in the sFlow dissector in Wireshark 1.2.0 allows remote attackers to cause a denial of service (CPU and memory consumption) via unspecified vectors.
14,CVE-2009-2560,,,DoS,2009-07-21,2017-09-18,5,None,Remote,Low,Not required,None,None,Partial,"Multiple unspecified vulnerabilities in Wireshark 1.2.0 allow remote attackers to cause a denial of service (application crash) via a file that records a malformed packet trace and is processed by the (1) Bluetooth L2CAP, (2) RADIUS, or (3) MIOP dissector. NOTE: it was later reported that the RADIUS issue also affects 0.10.13 through 1.0.9."
15,CVE-2009-2559,119,,DoS Overflow,2009-07-21,2017-09-18,5,None,Remote,Low,Not required,None,None,Partial,Buffer overflow in the IPMI dissector in Wireshark 1.2.0 allows remote attackers to cause a denial of service (crash) via unspecified vectors related to an array index error. NOTE: some of these details are obtained from third party information.
16,CVE-2009-1829,,,DoS,2009-05-29,2017-09-28,5,None,Remote,Low,Not required,None,None,Partial,Unspecified vulnerability in the PCNFSD dissector in Wireshark 0.8.20 through 1.0.7 allows remote attackers to cause a denial of service (crash) via crafted PCNFSD packets.
17,CVE-2009-1269,,,DoS,2009-04-13,2018-10-10,5,None,Remote,Low,Not required,None,None,Partial,Unspecified vulnerability in Wireshark 0.99.6 through 1.0.6 allows remote attackers to cause a denial of service (crash) via a crafted Tektronix .rf5 file.
18,CVE-2009-1268,20,,DoS,2009-04-13,2018-10-10,4.3,None,Remote,Medium,Not required,None,None,Partial,The Check Point High-Availability Protocol (CPHAP) dissector in Wireshark 0.9.6 through 1.0.6 allows remote attackers to cause a denial of service (crash) via a crafted FWHA_MY_STATE packet.
19,CVE-2009-1267,,,DoS,2009-04-13,2018-10-10,5,None,Remote,Low,Not required,None,None,Partial,"Unspecified vulnerability in the LDAP dissector in Wireshark 0.99.2 through 1.0.6, when running on Windows, allows remote attackers to cause a denial of service (crash) via unknown attack vectors."
20,CVE-2009-1266,,,,2009-04-21,2018-10-10,10,None,Remote,Low,Not required,Complete,Complete,Complete,Unspecified vulnerability in Wireshark before 1.0.7 has unknown impact and attack vectors.
21,CVE-2009-1210,134,,Exec Code,2009-04-01,2018-10-10,10,Admin,Remote,Low,Not required,Complete,Complete,Complete,Format string vulnerability in the PROFINET/DCP (PN-DCP) dissector in Wireshark 1.0.6 and earlier allows remote attackers to execute arbitrary code via a PN-DCP packet with format string specifiers in the station name. NOTE: some of these details are obtained from third party information.
22,CVE-2009-0601,134,,DoS,2009-02-16,2018-10-10,2.1,None,Local,Low,Not required,None,None,Partial,Format string vulnerability in Wireshark 0.99.8 through 1.0.5 on non-Windows platforms allows local users to cause a denial of service (application crash) via format string specifiers in the HOME environment variable.
23,CVE-2009-0600,20,,DoS,2009-02-16,2018-10-10,4.3,None,Remote,Medium,Not required,None,None,Partial,"Wireshark 0.99.6 through 1.0.5 allows user-assisted remote attackers to cause a denial of service (application crash) via a crafted Tektronix K12 text capture file, as demonstrated by a file with exactly one frame."
24,CVE-2009-0599,119,,DoS Overflow,2009-02-16,2018-10-10,5,None,Remote,Low,Not required,None,None,Partial,Buffer overflow in wiretap/netscreen.c in Wireshark 0.99.7 through 1.0.5 allows user-assisted remote attackers to cause a denial of service (application crash) via a malformed NetScreen snoop file.
25,CVE-2008-6472,399,,DoS,2009-03-14,2017-09-28,4.3,None,Remote,Medium,Not required,None,None,Partial,The WLCCP dissector in Wireshark 0.99.7 through 1.0.4 allows remote attackers to cause a denial of service (infinite loop) via unspecified vectors.
1,CVE-2010-4301,399,1,DoS,2010-11-26,2017-09-18,5,None,Remote,Low,Not required,None,None,Partial,"epan/dissectors/packet-zbee-zcl.c in the ZigBee ZCL dissector in Wireshark 1.4.0 through 1.4.1 allows remote attackers to cause a denial of service (infinite loop) via a crafted ZCL packet, related to Discover Attributes."
2,CVE-2010-4300,119,1,DoS Exec Code Overflow Mem. Corr.,2010-11-26,2017-09-18,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Heap-based buffer overflow in the dissect_ldss_transfer function (epan/dissectors/packet-ldss.c) in the LDSS dissector in Wireshark 1.2.0 through 1.2.12 and 1.4.0 through 1.4.1 allows remote attackers to cause a denial of service (crash) and possibly execute arbitrary code via an LDSS packet with a long digest line that triggers memory corruption.
3,CVE-2010-3445,399,,DoS,2010-11-26,2017-09-18,5,None,Remote,Low,Not required,None,None,Partial,"Stack consumption vulnerability in the dissect_ber_unknown function in epan/dissectors/packet-ber.c in the BER dissector in Wireshark 1.4.x before 1.4.1 and 1.2.x before 1.2.12 allows remote attackers to cause a denial of service (NULL pointer dereference and crash) via a long string in an unknown ASN.1/BER encoded packet, as demonstrated using SNMP."
4,CVE-2010-3133,,1,Exec Code,2010-08-26,2017-09-18,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"Untrusted search path vulnerability in Wireshark 0.8.4 through 1.0.15 and 1.2.0 through 1.2.10 allows local users, and possibly remote attackers, to execute arbitrary code and conduct DLL hijacking attacks via a Trojan horse airpcap.dll, and possibly other DLLs, that is located in the same folder as a file that automatically launches Wireshark."
5,CVE-2010-2995,189,,DoS Exec Code Overflow,2010-08-13,2017-09-18,10,None,Remote,Low,Not required,Complete,Complete,Complete,"The SigComp Universal Decompressor Virtual Machine (UDVM) in Wireshark 0.10.8 through 1.0.14 and 1.2.0 through 1.2.9 allows remote attackers to cause a denial of service (crash) and possibly execute arbitrary code via vectors related to sigcomp-udvm.c and an off-by-one error, which triggers a buffer overflow, different vulnerabilities than CVE-2010-2287."
6,CVE-2010-2994,119,,Overflow,2010-08-13,2017-09-18,10,None,Remote,Low,Not required,Complete,Complete,Complete,Stack-based buffer overflow in the ASN.1 BER dissector in Wireshark 0.10.13 through 1.0.14 and 1.2.0 through 1.2.9 has unknown impact and remote attack vectors. NOTE: this issue exists because of a CVE-2010-2284 regression.
7,CVE-2010-2993,20,,DoS,2010-08-13,2017-09-18,5,None,Remote,Low,Not required,None,None,Partial,The IPMI dissector in Wireshark 1.2.0 through 1.2.9 allows remote attackers to cause a denial of service (infinite loop) via unknown vectors.
